Timestamp,idPaymentTrx,count,sent,error,EPC0,EPC1,EPC2,EPC3,EPC4,EPC5,EPC6,EPC7,EPC8,EPC9,EPC10,EPC11,EPC12,EPC13,EPC14,EPC15,EPC16
1698595671,MAC00142D488088-20231029170716-137-3445444,1,1,,,330593D1EB7F6000000089F3
1698595674,MAC00142D488088-20231029170716-137-3445444,1,1,,,330593D1EB7F600000015B86
1698595933,MAC00142D488088-20231029171154-137-3723638,1,1,,,330593D1EB7F600000015805
1698596074,MAC00142D488088-20231029171410-137-3860144,1,1,,,330593D1EB7F600000010691
1698596076,MAC00142D488088-20231029171410-137-3860144,1,1,,,330593D1EB7F600000006AB4
1698596182,MAC00142D488088-20231029171602-137-3972086,1,1,,,330593D1EB7F60000000F7E5
1698596580,MAC00142D488088-20231029172225-137-4354476,1,1,,,330593D1EB7F6000000094E1
1698596582,MAC00142D488088-20231029172225-137-4354476,1,1,,,330593D1EB7F600000002007
1698596594,MAC00142D488088-20231029172225-137-4354476,1,1,,,330593D1EB7F600000007516
1698596596,MAC00142D488088-20231029172225-137-4354476,1,1,,,330593D1EB7F6000000068F4
1698597067,MAC00142D488088-20231029173046-137-4856402,1,1,,,330593D1EB7F600000003103
1698597069,MAC00142D488088-20231029173046-137-4856402,1,1,,,330593D1EB7F600000006307
1698597077,MAC00142D488088-20231029173046-137-4856402,1,1,,,330593D1EB7F60000000C717
1698597442,MAC00142D488088-20231029173653-137-5222681,1,1,,,330593D1EB7F600000004DDF
1698597484,MAC00142D488088-20231029173653-137-5222681,1,1,,,330593D1EB7F6000000060C8
1698597486,MAC00142D488088-20231029173653-137-5222681,1,1,,,330593D1EB7F600000016635
1698597507,MAC00142D488088-20231029173653-137-5222681,1,1,,,330593D1EB7F6000000017D9
1698597627,MAC00142D488088-20231029174014-137-5423718,1,1,,,330593D1EB7F600000010EAB
1698597692,MAC00142D488088-20231029174109-137-5479310,1,1,,,330593D1EB7F600000005988
1698597693,MAC00142D488088-20231029174109-137-5479310,1,1,,,330593D1EB7F600000005FDC
1698597704,MAC00142D488088-20231029174109-137-5479310,1,1,,,330593D1EB7F600000010D81
1698597704,MAC00142D488088-20231029174109-137-5479310,1,1,,,330593D1EB7F60000000042E
1698597706,MAC00142D488088-20231029174109-137-5479310,1,1,,,330593D1EB7F6000000045D9
1698597839,MAC00142D488088-20231029174342-137-5632380,1,1,,,330593D1EB7F600000010D9A
1698597849,MAC00142D488088-20231029174342-137-5632380,1,1,,,330593D1EB7F60000000BA1D
1698597850,MAC00142D488088-20231029174342-137-5632380,1,1,,,330593D1EB7F6000000008D9
1698598041,MAC00142D488088-20231029174606-137-5775550,1,1,,,330593D1EB7F600000010322
1698598119,MAC00142D488088-20231029174819-137-5908799,1,1,,,330593D1EB7F6000000046CE
1698598120,MAC00142D488088-20231029174819-137-5908799,1,1,,,330593D1EB7F6000000059D3
1698598159,MAC00142D488088-20231029174858-137-5947902,1,1,,,330593D1EB7F60000000AC23
1698598188,MAC00142D488088-20231029174933-137-5983205,1,1,,,330593D1EB7F600000005CCF
1698598189,MAC00142D488088-20231029174933-137-5983205,1,1,,,330593D1EB7F600000014DAB
1698598273,MAC00142D488088-20231029175057-137-6067091,1,1,,,330593D1EB7F60000000F80E
1698598274,MAC00142D488088-20231029175057-137-6067091,1,1,,,330593D1EB7F6000000087B5
1698598297,MAC00142D488088-20231029175126-137-6096147,1,1,,,330593D1EB7F60000000538B
1698598354,MAC00142D488088-20231029175222-137-6151452,1,1,,,330593D1EB7F600000011C80
1698598354,MAC00142D488088-20231029175222-137-6151452,1,1,,,330593D1EB7F6000000057A5
1698598454,MAC00142D488088-20231029175335-137-6225426,1,1,,,330593D1EB7F600000005002
1698598520,MAC00142D488088-20231029175506-137-6315687,1,1,,,330593D1EB7F60000000648E
1698598534,MAC00142D488088-20231029175506-137-6315687,1,1,,,330593D1EB7F60000001525D
1698598589,MAC00142D488088-20231029175616-137-6386084,1,1,,,330593D1EB7F60000000F88C
1698598766,MAC00142D488088-20231029175902-137-6552262,1,1,,,330593D1EB7F6000000120DB
1698598769,MAC00142D488088-20231029175902-137-6552262,1,1,,,330593D1EB7F600000001DA5
1698598769,MAC00142D488088-20231029175902-137-6552262,1,1,,,330593D1EB7F6000000151F0
1698598820,MAC00142D488088-20231029180002-137-6612418,1,1,,,330593D1EB7F600000001C50
1698598822,MAC00142D488088-20231029180002-137-6612418,1,1,,,330593D1EB7F600000008DCE
1698598824,MAC00142D488088-20231029180002-137-6612418,1,1,,,330593D1EB7F600000008DA5
